name,price,above_100,first_name,last_name
Ruth Carrillo,160.3805194,True,Ruth,Carrillo
Ronald Shaffer,268.0256152,True,Ronald,Shaffer
Jacob Stephenson,32.66060701,False,Jacob,Stephenson
Samantha Johnson,210.4675494,True,Samantha,Johnson
Carlos Washington,91.08006463,False,Carlos,Washington
Stephanie Burnett,288.4998907,True,Stephanie,Burnett
Curtis Flynn,14.67965922,False,Curtis,Flynn
Donna Hancock,209.0228644,True,Donna,Hancock
Thomas Perez,257.7402496,True,Thomas,Perez
Courtney Hudson,67.19182338,False,Courtney,Hudson
Sheri Kline,134.5448284,True,Sheri,Kline
Mr. Jeff Baker,114.3596912,True,Jeff,Baker
Sylvia Sexton,47.3197378,False,Sylvia,Sexton
David Jordan,157.1589914,True,David,Jordan
Todd Ward,23.34203366,False,Todd,Ward
William Powell,59.31805853,False,William,Powell
Kenneth Martin,95.53949038,False,Kenneth,Martin
Andrew Cox,11.08305501,False,Andrew,Cox
Louis Blanchard,286.2335723,True,Louis,Blanchard
Victoria Higgins,198.7231007,True,Victoria,Higgins
Kaylee Berry,223.8689998,True,Kaylee,Berry
Elizabeth Duncan,186.4520606,True,Elizabeth,Duncan
Bryan Price,62.80149966,False,Bryan,Price
Robert Johnson,58.5176062,False,Robert,Johnson
Stephanie Molina,221.559314,True,Stephanie,Molina
Justin Griffin,269.0507254,True,Justin,Griffin
Jennifer Novak,119.6501969,True,Jennifer,Novak
James Smith,264.7265039,True,James,Smith
Lisa Meyers,36.24272506,False,Lisa,Meyers
Gary Thompson,246.723622,True,Gary,Thompson
Rachel Maxwell,16.23735266,False,Rachel,Maxwell
Michael Warren,205.9732811,True,Michael,Warren
Amanda Alexander,288.0402668,True,Amanda,Alexander
Mr. Thomas Brown DDS,94.86295432,False,Thomas,Brown
Melissa Perez,8.902708367,False,Melissa,Perez
Amy Johnson,113.435949,True,Amy,Johnson
Devin Lewis,295.7543656,True,Devin,Lewis
Jacob Hogan,293.0459997,True,Jacob,Hogan
Zachary Russo,35.71760127,False,Zachary,Russo
Shannon Thomas,43.06552432,False,Shannon,Thomas
Joshua Perez,209.1347923,True,Joshua,Perez
Joshua Jimenez,200.4773715,True,Joshua,Jimenez
Teresa Harris,169.2551913,True,Teresa,Harris
Courtney Morse,189.2723424,True,Courtney,Morse
Jeffrey Murray,135.7651034,True,Jeffrey,Murray
Kayla Mcintyre,18.02537214,False,Kayla,Mcintyre
Marvin Williams,166.9344668,True,Marvin,Williams
Robert Chang,231.5703751,True,Robert,Chang
Briana Johnson,135.971903,True,Briana,Johnson
Joe Bishop,172.8181144,True,Joe,Bishop
Terri Herring,17.81086158,False,Terri,Herring
Jean Young,61.48897998,False,Jean,Young
Carla Jackson,270.2351529,True,Carla,Jackson
Tara Chavez,205.7526123,True,Tara,Chavez
Jeffrey Ware,259.1779558,True,Jeffrey,Ware
Barry Randolph,131.5567898,True,Barry,Randolph
Eric Hoffman,74.67573983,False,Eric,Hoffman
Jacqueline Walters,50.60985771,False,Jacqueline,Walters
William Miller,179.7676599,True,William,Miller
Daniel Perez,184.4318222,True,Daniel,Perez
Kimberly Larson,146.6887868,True,Kimberly,Larson
Brian Finley,278.5043093,True,Brian,Finley
Kristin Wagner,126.673503,True,Kristin,Wagner
Kelly Hayden DVM,10.42459329,False,Kelly,Hayden
Jessica Dixon,212.7831191,True,Jessica,Dixon
Kathleen Rodriguez,140.1703787,True,Kathleen,Rodriguez
Tyler Johnson,109.7916951,True,Tyler,Johnson
Nicholas Joseph,40.99606439,False,Nicholas,Joseph
Wendy Grant,115.1206132,True,Wendy,Grant
David Burton,32.03095178,False,David,Burton
Luke Carpenter,164.2519861,True,Luke,Carpenter
Jesse Johnson,224.9667902,True,Jesse,Johnson
Marcus Sims,43.3758538,False,Marcus,Sims
Katherine Daniels,264.4529598,True,Katherine,Daniels
Cynthia Smith,119.4262479,True,Cynthia,Smith
Angela Nichols,272.5458824,True,Angela,Nichols
Mallory Jenkins,254.8148748,True,Mallory,Jenkins
Nicole Shea,107.0120513,True,Nicole,Shea
James Clark,17.53058053,False,James,Clark
Mr. Brandon Valdez,250.5637583,True,Brandon,Valdez
Anthony Mitchell,112.7168971,True,Anthony,Mitchell
Stephanie Gutierrez,259.0366509,True,Stephanie,Gutierrez
Charles Clarke,50.93032053,False,Charles,Clarke
Alexander Hamilton,254.2803327,True,Alexander,Hamilton
Jerry Daniels,204.2156985,True,Jerry,Daniels
Casey Baker,296.9395793,True,Casey,Baker
Shirley Nguyen,9.011665323,False,Shirley,Nguyen
Jesse Brown,247.3282318,True,Jesse,Brown
Valerie Owens,238.1037141,True,Valerie,Owens
Alicia Sharp,243.622929,True,Alicia,Sharp
Sherry Jensen,13.83951571,False,Sherry,Jensen
William Garcia,258.1809089,True,William,Garcia
Barbara Freeman,141.890534,True,Barbara,Freeman
Rebecca Zimmerman,293.373272,True,Rebecca,Zimmerman
Patricia Velasquez,249.9479246,True,Patricia,Velasquez
Ronnie Clark,272.908659,True,Ronnie,Clark
Timothy Rose,65.74326968,False,Timothy,Rose
Joshua Ramirez,64.54997394,False,Joshua,Ramirez
Joseph Dawson,111.0171384,True,Joseph,Dawson
Robert Rios,87.31797988,False,Robert,Rios
Karen Mitchell,277.2511543,True,Karen,Mitchell
Patrick Greene,7.259436115,False,Patrick,Greene
Matthew Nelson,295.3146887,True,Matthew,Nelson
Melissa Smith,70.04282129,False,Melissa,Smith
Amy Johnson,78.26892103,False,Amy,Johnson
Edgar Ellis,208.6777041,True,Edgar,Ellis
Olivia Rivera,104.8094951,True,Olivia,Rivera
Kelly Leblanc MD,40.20849552,False,Kelly,Leblanc
Jennifer Anderson,17.90633335,False,Jennifer,Anderson
Tammy Clark,125.0672217,True,Tammy,Clark
Jennifer Marquez,21.63604687,False,Jennifer,Marquez
Cory Silva,36.24541189,False,Cory,Silva
Mackenzie Moon,264.9268902,True,Mackenzie,Moon
Larry Wade,126.3049676,True,Larry,Wade
Diana Shaffer,37.50406255,False,Diana,Shaffer
Stephen Smith,168.1895294,True,Stephen,Smith
Kendra White,265.1085587,True,Kendra,White
Lindsey Williamson,280.3953974,True,Lindsey,Williamson
Wanda Hale,106.0997985,True,Wanda,Hale
Jillian Davies DDS,10.64366962,False,Jillian,Davies
Douglas Thomas,119.0382607,True,Douglas,Thomas
Jennifer Davis,153.0526538,True,Jennifer,Davis
George Holmes,44.38614111,False,George,Holmes
Marissa Webster,105.4378241,True,Marissa,Webster
Anna Boyle,80.47552199,False,Anna,Boyle
Paul Gillespie,174.6815735,True,Paul,Gillespie
Autumn Johnston,132.780344,True,Autumn,Johnston
Tracey Norton DDS,118.0225331,True,Tracey,Norton
Amy Flynn,128.6739798,True,Amy,Flynn
Melissa Davis,72.58977535,False,Melissa,Davis
Vincent Mitchell,78.43990466,False,Vincent,Mitchell
Gregory Martin,144.6915752,True,Gregory,Martin
Robert Coffey Jr.,117.3205633,True,Robert Coffey,Jr.
Melissa Montgomery,101.4845534,True,Melissa,Montgomery
Krystal Cunningham,296.536062,True,Krystal,Cunningham
Scott Lee,163.4878508,True,Scott,Lee
James Murray,28.59025756,False,James,Murray
Hunter Stokes,3.582742282,False,Hunter,Stokes
Jasmine Austin,33.90382995,False,Jasmine,Austin
Grant Summers,51.78034157,False,Grant,Summers
Sarah Spencer DDS,271.6023676,True,Sarah,Spencer
Brianna Lewis,192.617676,True,Brianna,Lewis
Mrs. Rhonda Martin DVM,145.6455553,True,Rhonda,Martin
Dennis Lawrence Jr.,161.3584294,True,Dennis Lawrence,Jr.
Michael Stewart,245.4400987,True,Michael,Stewart
William Wilkins,22.90555849,False,William,Wilkins
Rebecca Jimenez,142.590737,True,Rebecca,Jimenez
Kathleen Roman,15.10135967,False,Kathleen,Roman
Billy Smith,22.53181535,False,Billy,Smith
Nicole James,101.913846,True,Nicole,James
Allison Holt,12.7990102,False,Allison,Holt
Amanda Johnson,19.17461281,False,Amanda,Johnson
Michael Spencer,171.890946,True,Michael,Spencer
Brandi King,30.05366744,False,Brandi,King
Alexander King,23.47063099,False,Alexander,King
Nicole Sampson,207.6385148,True,Nicole,Sampson
Savannah Bell,22.05563858,False,Savannah,Bell
Jessica Harris MD,103.7031099,True,Jessica,Harris
Lauren Gallagher,266.215602,True,Lauren,Gallagher
Jack Townsend,93.27791862,False,Jack,Townsend
Jamie Nguyen,228.9953328,True,Jamie,Nguyen
Ann Price,266.323001,True,Ann,Price
Michael Rodriguez,224.0452951,True,Michael,Rodriguez
Heather Davidson,219.8337855,True,Heather,Davidson
Marie Green,146.6406753,True,Marie,Green
Lori Tapia,147.3422789,True,Lori,Tapia
Kayla Alvarado,127.2410425,True,Kayla,Alvarado
Susan Crosby,200.3652912,True,Susan,Crosby
Nathan Harris,163.8731027,True,Nathan,Harris
Michael Daniel,4.582288435,False,Michael,Daniel
Ashley Jones,53.14943439,False,Ashley,Jones
John Wright,91.35592502,False,John,Wright
Melissa Jordan,294.2154133,True,Melissa,Jordan
Carrie Jackson,232.6768105,True,Carrie,Jackson
Rebecca Anderson,183.1702424,True,Rebecca,Anderson
Paul Powell,105.1162169,True,Paul,Powell
Shawn Baxter,81.03527984,False,Shawn,Baxter
Sarah Wright,141.0101793,True,Sarah,Wright
Kimberly Romero,235.624084,True,Kimberly,Romero
Matthew Washington,186.5044837,True,Matthew,Washington
Kirk Hayden,148.2501795,True,Kirk,Hayden
Traci Kelley,41.56298339,False,Traci,Kelley
Isabella Chen,129.6921072,True,Isabella,Chen
Melanie Salazar,292.8461055,True,Melanie,Salazar
Stephanie Lewis,76.43122945,False,Stephanie,Lewis
Christopher Hensley,249.1556558,True,Christopher,Hensley
Terry Vincent,242.9859001,True,Terry,Vincent
Jason Alvarado,95.92027624,False,Jason,Alvarado
Michelle Evans,257.2373034,True,Michelle,Evans
Dennis Benitez,87.11980487,False,Dennis,Benitez
Troy Garcia,181.4054634,True,Troy,Garcia
Albert Davila,113.2109822,True,Albert,Davila
Candice Rivera,42.88132073,False,Candice,Rivera
Cole Edwards,244.0779245,True,Cole,Edwards
Danielle Johnson,31.63041433,False,Danielle,Johnson
Justin Ramirez,146.3464935,True,Justin,Ramirez
Elizabeth Griffith,205.7783782,True,Elizabeth,Griffith
Kristin Clay,260.3474682,True,Kristin,Clay
Joseph White,65.20753493,False,Joseph,White
Marissa Holmes,59.40240228,False,Marissa,Holmes
Michelle Hamilton,91.62237167,False,Michelle,Hamilton
Christopher Alvarez,126.025264,True,Christopher,Alvarez
Craig Hogan,136.7126938,True,Craig,Hogan
Melissa Castillo,281.1608076,True,Melissa,Castillo
Maria Williams,10.21292614,False,Maria,Williams
Vanessa Thomas,20.58084145,False,Vanessa,Thomas
Gary Obrien,53.39582051,False,Gary,Obrien
Melissa Holt,252.2818438,True,Melissa,Holt
Eric Valenzuela,176.52775,True,Eric,Valenzuela
Anthony Hardy,4.902725495,False,Anthony,Hardy
Mrs. Karen Johnson,49.41029242,False,Karen,Johnson
Richard Hunt,249.7511997,True,Richard,Hunt
Karen Robertson,1.710967532,False,Karen,Robertson
Adam Jones,56.93252133,False,Adam,Jones
Jonathan Fuller,14.71921636,False,Jonathan,Fuller
Jason Harris,151.4305855,True,Jason,Harris
Danielle Hill,179.8454001,True,Danielle,Hill
Seth Freeman,224.5526336,True,Seth,Freeman
Joseph Davis,97.09676869,False,Joseph,Davis
Sonya Reyes,209.9855308,True,Sonya,Reyes
Michael Castro,243.1786308,True,Michael,Castro
Jonathan Collins,101.4620676,True,Jonathan,Collins
Eric Hayes,279.9732949,True,Eric,Hayes
Eric Moore,77.4205876,False,Eric,Moore
Veronica Estes,270.8232516,True,Veronica,Estes
Timothy Aguilar,133.1135532,True,Timothy,Aguilar
Taylor Hunt,138.2042127,True,Taylor,Hunt
Michael Clarke,128.9532357,True,Michael,Clarke
Cheryl Morse,275.7612746,True,Cheryl,Morse
Jose Page,184.058919,True,Jose,Page
Matthew Kramer,265.3917788,True,Matthew,Kramer
Regina Barrera,185.2134145,True,Regina,Barrera
Dr. Sean George,53.76304189,False,Sean,George
Cody Hernandez,180.9265991,True,Cody,Hernandez
Hunter Smith,175.2181525,True,Hunter,Smith
Andrea Burke,256.3026305,True,Andrea,Burke
Elizabeth Patterson,290.1129725,True,Elizabeth,Patterson
Austin Rhodes,158.1182472,True,Austin,Rhodes
Maurice Thompson,224.1265422,True,Maurice,Thompson
Richard Martinez,86.96423972,False,Richard,Martinez
Brian Hernandez,42.67025555,False,Brian,Hernandez
Samantha Shields,149.8952175,True,Samantha,Shields
Joseph Walker,282.0494042,True,Joseph,Walker
Tracy Hernandez,215.0596081,True,Tracy,Hernandez
Vicki Fox,41.51250582,False,Vicki,Fox
Louis Campos,277.9062585,True,Louis,Campos
Justin Scott,208.0660064,True,Justin,Scott
Megan Vaughn,289.9564106,True,Megan,Vaughn
Mary Hughes,15.21373926,False,Mary,Hughes
Anita Fleming,58.24742383,False,Anita,Fleming
Alyssa Melendez,273.6593194,True,Alyssa,Melendez
Joshua Foster DDS,253.4093833,True,Joshua,Foster
Lisa Smith,203.9611381,True,Lisa,Smith
Kathy Lee,265.446304,True,Kathy,Lee
Bethany Park,233.6891667,True,Bethany,Park
Joshua Butler,239.8213879,True,Joshua,Butler
Danielle Potter,204.5385362,True,Danielle,Potter
Kenneth Robinson,152.7840745,True,Kenneth,Robinson
Eric Pineda,111.0479315,True,Eric,Pineda
James Dorsey,68.90463624,False,James,Dorsey
Michael Miller,129.6049475,True,Michael,Miller
Danielle Martinez,45.94938674,False,Danielle,Martinez
Gary Young,212.2982372,True,Gary,Young
Lisa Decker,275.7158848,True,Lisa,Decker
Kayla Randolph,232.8220215,True,Kayla,Randolph
Peggy Thompson,124.4664752,True,Peggy,Thompson
Alex Cooper,170.205336,True,Alex,Cooper
Joanne Wilson,229.6136723,True,Joanne,Wilson
Maria Adams,141.7128665,True,Maria,Adams
Julie Horton,276.5816247,True,Julie,Horton
Jeffrey Galvan,210.5061915,True,Jeffrey,Galvan
Christopher Johnson,268.63027,True,Christopher,Johnson
Jennifer Arias,59.59468056,False,Jennifer,Arias
Jocelyn Bell,84.95454821,False,Jocelyn,Bell
Eric Brown,133.4007225,True,Eric,Brown
Devon Wright,29.21576875,False,Devon,Wright
Rodney Robles,158.9838923,True,Rodney,Robles
Kara Austin,271.4672561,True,Kara,Austin
Jeffrey Tanner,203.7433126,True,Jeffrey,Tanner
Shaun Nunez,153.1987664,True,Shaun,Nunez
Daniel Mccall,143.271503,True,Daniel,Mccall
Frank Owen,233.2015374,True,Frank,Owen
Beth Johnson,128.7923576,True,Beth,Johnson
Joshua Clark,190.9113668,True,Joshua,Clark
Gary Jones,52.3166247,False,Gary,Jones
Nancy Brown,115.9584052,True,Nancy,Brown
Megan Roach,18.68239346,False,Megan,Roach
Lucas Ross,221.1269463,True,Lucas,Ross
Jerry Tucker,29.95199198,False,Jerry,Tucker
Timothy Robles,76.08225475,False,Timothy,Robles
Christopher Goodwin,78.12233209,False,Christopher,Goodwin
Philip Wilson,22.8431316,False,Philip,Wilson
Carrie Davis,295.0481315,True,Carrie,Davis
Michael Daniel,229.951577,True,Michael,Daniel
Bryan Valenzuela,236.1493796,True,Bryan,Valenzuela
Mrs. Robin Garner,79.14737521,False,Robin,Garner
Angel Thompson,284.7302014,True,Angel,Thompson
Christopher Morgan,216.0131402,True,Christopher,Morgan
Brittany Walker,163.1107737,True,Brittany,Walker
Shelby Mann,110.9021852,True,Shelby,Mann
Jodi Wells,44.01734436,False,Jodi,Wells
Terri Gibson,92.36081224,False,Terri,Gibson
Vanessa Hernandez,105.2534499,True,Vanessa,Hernandez
Maria Russell,114.1452708,True,Maria,Russell
Stacy Moses,126.6504703,True,Stacy,Moses
Amanda Schneider,288.471694,True,Amanda,Schneider
Catherine Lopez,182.0171244,True,Catherine,Lopez
Amanda White,12.31889758,False,Amanda,White
Karina Spencer,128.1490023,True,Karina,Spencer
Deborah Warren,139.7675022,True,Deborah,Warren
Erica Dixon,168.6031566,True,Erica,Dixon
Barbara Gray,140.7466665,True,Barbara,Gray
Deanna Watson,264.5411986,True,Deanna,Watson
Michael Cox,136.7864833,True,Michael,Cox
Amy Myers,92.16016851,False,Amy,Myers
Patrick Hunter,170.4134515,True,Patrick,Hunter
Marvin Murphy,212.4152504,True,Marvin,Murphy
Janice Graves,223.7037682,True,Janice,Graves
Brooke Pierce,171.9383085,True,Brooke,Pierce
Adam Wells,280.2602417,True,Adam,Wells
Amanda Atkins,283.4268495,True,Amanda,Atkins
Gary Ruiz,132.504823,True,Gary,Ruiz
Tina Wallace,72.91326395,False,Tina,Wallace
Casey Oconnell,16.79606077,False,Casey,Oconnell
Nancy Mendoza,281.3890295,True,Nancy,Mendoza
Luis Nguyen,34.19827441,False,Luis,Nguyen
William Graves,111.5016422,True,William,Graves
Sean Brennan,269.2286668,True,Sean,Brennan
Matthew Sellers,53.50349547,False,Matthew,Sellers
Dorothy Bradley,199.459603,True,Dorothy,Bradley
Haley Flores,252.2914062,True,Haley,Flores
Melissa Johnson,32.70467677,False,Melissa,Johnson
Samuel Tran,199.8864146,True,Samuel,Tran
Amanda Patterson,49.03325819,False,Amanda,Patterson
Albert Roach,183.3743011,True,Albert,Roach
Jamie Huffman,36.83993962,False,Jamie,Huffman
James Hamilton,265.6302103,True,James,Hamilton
Joseph Bird,18.06044758,False,Joseph,Bird
Sarah Contreras,141.4141417,True,Sarah,Contreras
Joshua House,65.77031576,False,Joshua,House
Tamara Molina,255.2535664,True,Tamara,Molina
Max Maxwell,240.0443014,True,Max,Maxwell
Jason Daniels,269.6365982,True,Jason,Daniels
Jordan Coleman,250.0974184,True,Jordan,Coleman
Jasmine Jones,33.93281405,False,Jasmine,Jones
Jessica Garcia,231.8803086,True,Jessica,Garcia
Aaron George,138.812708,True,Aaron,George
Chelsey Anderson,41.35053236,False,Chelsey,Anderson
Rebecca Perez,146.2313884,True,Rebecca,Perez
Duane Thompson,75.06433497,False,Duane,Thompson
Curtis Clayton,138.0563371,True,Curtis,Clayton
George Gonzalez,221.5737986,True,George,Gonzalez
Casey Ford,94.18806784,False,Casey,Ford
Margaret Johnston,61.24599434,False,Margaret,Johnston
Eric Mcclure,238.8775355,True,Eric,Mcclure
Nathan Taylor,4.820334075,False,Nathan,Taylor
Kayla Parker,222.3600766,True,Kayla,Parker
Doris Obrien,206.9493221,True,Doris,Obrien
Brooke Taylor,34.74615015,False,Brooke,Taylor
Kathryn Garrett,266.1885038,True,Kathryn,Garrett
John Cruz,205.1406652,True,John,Cruz
Christina Cannon,98.5941474,False,Christina,Cannon
Susan Lewis,269.3323662,True,Susan,Lewis
Pamela Sanchez,193.7780783,True,Pamela,Sanchez
Ms. Stacey Wiley DDS,200.3904296,True,Stacey,Wiley
Melissa Johnson DDS,201.4509484,True,Melissa,Johnson
Lori Morris,38.0476094,False,Lori,Morris
Daniel Soto,225.1621402,True,Daniel,Soto
Karl Davis,92.08925112,False,Karl,Davis
Lisa Graves,122.8564118,True,Lisa,Graves
Eric Ray,178.344085,True,Eric,Ray
Mark Garcia,229.2470277,True,Mark,Garcia
Allison Alvarez,275.3024614,True,Allison,Alvarez
Rachel Williams,44.81715456,False,Rachel,Williams
Linda Mitchell,47.44468727,False,Linda,Mitchell
David Shelton,158.7084813,True,David,Shelton
Vanessa Long,121.744973,True,Vanessa,Long
Misty Martin,176.9310069,True,Misty,Martin
Daniel Gregory,132.8910493,True,Daniel,Gregory
Mitchell Jones,253.9716803,True,Mitchell,Jones
Dawn Scott,246.036131,True,Dawn,Scott
Emily Horn,287.4666523,True,Emily,Horn
Catherine George,14.61491995,False,Catherine,George
Hunter Carlson,218.0977601,True,Hunter,Carlson
Thomas Baldwin,275.4145594,True,Thomas,Baldwin
Amy Sellers,91.87350268,False,Amy,Sellers
Alicia Clark,241.5859155,True,Alicia,Clark
Sara Lewis,158.863849,True,Sara,Lewis
Ashley Lopez,77.89293291,False,Ashley,Lopez
Terry Alvarado,161.9498178,True,Terry,Alvarado
Danielle Sandoval,83.13645641,False,Danielle,Sandoval
Jesse Jones,214.8029616,True,Jesse,Jones
Lisa Hess,133.2037916,True,Lisa,Hess
Christina Mason,284.4863867,True,Christina,Mason
Mary Bell,32.08889594,False,Mary,Bell
Martin Ramirez,1.10921244,False,Martin,Ramirez
Stacy Smith,161.8260635,True,Stacy,Smith
Carla Rodriguez,113.1454481,True,Carla,Rodriguez
Johnny Stout,134.002236,True,Johnny,Stout
Mrs. Jennifer Rodriguez,256.0154481,True,Jennifer,Rodriguez
Michelle Thompson,196.6754605,True,Michelle,Thompson
Lisa Lyons,148.9559785,True,Lisa,Lyons
Michael Coleman,262.2090763,True,Michael,Coleman
Lindsey Williams,99.95620763,False,Lindsey,Williams
Karen Hoffman,186.1046153,True,Karen,Hoffman
Jenny Jones,189.5577104,True,Jenny,Jones
Steven Knight,282.995761,True,Steven,Knight
Michael Franklin,116.8742571,True,Michael,Franklin
Mason Ross DDS,235.5549236,True,Mason,Ross
Terry Levine,151.5220714,True,Terry,Levine
Catherine Fletcher,36.59268024,False,Catherine,Fletcher
Deanna Jones,196.9406069,True,Deanna,Jones
Christopher Mitchell,22.42047146,False,Christopher,Mitchell
John Owens,191.4434257,True,John,Owens
Stephanie Davis,287.1991494,True,Stephanie,Davis
Joseph Ford,264.9354841,True,Joseph,Ford
Matthew Russell,141.2492947,True,Matthew,Russell
Danielle Burke,75.90363417,False,Danielle,Burke
Stephanie Cunningham,220.9939809,True,Stephanie,Cunningham
Brian Proctor,263.6358197,True,Brian,Proctor
Michael Swanson,291.5713603,True,Michael,Swanson
Daniel Santos,49.26348169,False,Daniel,Santos
April Hoffman,203.4855796,True,April,Hoffman
Stephanie Thomas,249.666722,True,Stephanie,Thomas
Brianna Garcia,183.3322335,True,Brianna,Garcia
Shannon Berger,125.2597844,True,Shannon,Berger
Mrs. Kathleen Mays,238.1656066,True,Kathleen,Mays
Michelle Park,150.4001203,True,Michelle,Park
Laura Reynolds,20.08924577,False,Laura,Reynolds
Ashley Kaiser,218.399504,True,Ashley,Kaiser
Reginald Owens,46.55328685,False,Reginald,Owens
Michael Conway,84.09316114,False,Michael,Conway
Sheila Pham,5.713231688,False,Sheila,Pham
Christie Smith,70.21735457,False,Christie,Smith
Allison Carroll,27.65684629,False,Allison,Carroll
Donna Perez,187.3279401,True,Donna,Perez
Sierra Richmond,299.4492042,True,Sierra,Richmond
Steven Wallace,173.0025685,True,Steven,Wallace
Jeremy Thompson,106.6102612,True,Jeremy,Thompson
Jennifer Mccormick,142.7564741,True,Jennifer,Mccormick
Eric Garcia,27.56450393,False,Eric,Garcia
Matthew Beasley,248.9927372,True,Matthew,Beasley
Jason Robinson,249.4550365,True,Jason,Robinson
Vicki Espinoza,285.9638855,True,Vicki,Espinoza
Steven Snyder,182.0351514,True,Steven,Snyder
Michelle Randolph,70.72106315,False,Michelle,Randolph
Michelle Francis,10.01541777,False,Michelle,Francis
Steven Baker,293.7505039,True,Steven,Baker
Zachary Johnson,36.97003142,False,Zachary,Johnson
Marc Velasquez,174.3901749,True,Marc,Velasquez
John Carr,50.11746076,False,John,Carr
Kimberly Castillo,243.873678,True,Kimberly,Castillo
Jay Lopez,286.8001088,True,Jay,Lopez
Amanda Bridges,81.85722081,False,Amanda,Bridges
Jessica Swanson,60.96199005,False,Jessica,Swanson
Jose Gonzalez,77.84428182,False,Jose,Gonzalez
Teresa Wright DVM,67.20289619,False,Teresa,Wright
Michael Gutierrez,185.8465011,True,Michael,Gutierrez
Hannah Marshall,251.8797929,True,Hannah,Marshall
Janice Davis,290.3767318,True,Janice,Davis
Jessica Crawford,254.2161442,True,Jessica,Crawford
Brian Bean,293.1768543,True,Brian,Bean
Edward Perez,217.694778,True,Edward,Perez
Adam Miller,49.28081579,False,Adam,Miller
Veronica Gray,140.9945255,True,Veronica,Gray
Linda Turner,238.5612942,True,Linda,Turner
Debra Roberts,69.38949206,False,Debra,Roberts
David Sampson,77.05304682,False,David,Sampson
Sarah Cochran,138.6132102,True,Sarah,Cochran
Regina Holland,151.2011694,True,Regina,Holland
Mario Ortiz,27.08442817,False,Mario,Ortiz
Maria Gonzalez,164.6440389,True,Maria,Gonzalez
Albert Perez,163.1980752,True,Albert,Perez
Daisy Mccarthy,87.96439172,False,Daisy,Mccarthy
Anna Leonard,75.54719134,False,Anna,Leonard
Catherine Mosley,188.3490593,True,Catherine,Mosley
April Miranda,82.64651651,False,April,Miranda
Michael Walker,288.9294858,True,Michael,Walker
Abigail Lam,255.3722151,True,Abigail,Lam
Alan Graham,92.78682106,False,Alan,Graham
Jennifer Diaz,77.85479921,False,Jennifer,Diaz
Sean Rogers,186.3926468,True,Sean,Rogers
Anthony Jackson,200.012596,True,Anthony,Jackson
William Taylor,117.9694277,True,William,Taylor
Richard Robinson,200.9108703,True,Richard,Robinson
Nicholas Barnes,219.4003858,True,Nicholas,Barnes
Brittany Austin,233.7352503,True,Brittany,Austin
Robin Schmidt,96.69826813,False,Robin,Schmidt
Kendra Monroe,226.0007767,True,Kendra,Monroe
Nancy Grant,23.79829866,False,Nancy,Grant
Nicole Grant,155.9845125,True,Nicole,Grant
Courtney Thompson,52.85276041,False,Courtney,Thompson
Jeanette Washington,291.525558,True,Jeanette,Washington
James Yates,224.8736142,True,James,Yates
Justin Knox MD,115.9751733,True,Justin,Knox
Melissa Thompson,200.8616238,True,Melissa,Thompson
Steven Lee,140.357855,True,Steven,Lee
Allison Fisher,231.493857,True,Allison,Fisher
Mark Phillips,197.2517291,True,Mark,Phillips
Elijah Harrison,151.5804694,True,Elijah,Harrison
Paul Farley,9.419976358,False,Paul,Farley
Jennifer Cole,47.39545601,False,Jennifer,Cole
Michael Tucker,146.7478801,True,Michael,Tucker
David Steele,276.1640965,True,David,Steele
Monica Hodges,203.3130423,True,Monica,Hodges
Scott Wallace,23.24585982,False,Scott,Wallace
Antonio Paul DDS,93.39602908,False,Antonio,Paul
Melissa Wright,68.62696415,False,Melissa,Wright
Stephanie Price,27.22765203,False,Stephanie,Price
Denise Kennedy,233.4665428,True,Denise,Kennedy
Melissa Walsh,177.8587959,True,Melissa,Walsh
Leslie Spence,156.2011959,True,Leslie,Spence
Dr. Rachel Walker,144.4395327,True,Rachel,Walker
Donald Horn,13.06347134,False,Donald,Horn
Christopher Rojas,94.08806986,False,Christopher,Rojas
Robert Crawford,216.6530778,True,Robert,Crawford
Larry Brown,174.1807324,True,Larry,Brown
Becky Swanson,245.854615,True,Becky,Swanson
Gary Howard,25.93975342,False,Gary,Howard
Christopher Marks,111.8467919,True,Christopher,Marks
Bonnie Alexander,136.6295853,True,Bonnie,Alexander
Brandon Stevens,77.20691708,False,Brandon,Stevens
Lori Guerra,99.72772588,False,Lori,Guerra
Michele Alvarado,243.9872024,True,Michele,Alvarado
Christine Lee,8.809339101,False,Christine,Lee
Jamie Fry,159.7067216,True,Jamie,Fry
Christopher Perez,102.943584,True,Christopher,Perez
Matthew Carter,194.2873257,True,Matthew,Carter
Jason Hunter,78.76406316,False,Jason,Hunter
Tyler Henry,186.9624462,True,Tyler,Henry
Tiffany Harris,17.69659156,False,Tiffany,Harris
Matthew Young MD,39.12254966,False,Matthew,Young
Juan Brewer,152.9624792,True,Juan,Brewer
Mark Riggs,44.1758436,False,Mark,Riggs
Brittany Stewart,273.5307309,True,Brittany,Stewart
Terry Davis,271.779368,True,Terry,Davis
Jessica Oneill,157.5131207,True,Jessica,Oneill
Kimberly Ortiz,55.25093947,False,Kimberly,Ortiz
Zoe Walls,248.8666069,True,Zoe,Walls
Sara Wallace,155.8794176,True,Sara,Wallace
Nicole Jenkins,291.5121227,True,Nicole,Jenkins
Austin Kelly,85.87572125,False,Austin,Kelly
Sarah Knox,169.1586193,True,Sarah,Knox
